paper_id,title,authors,year,citation_count,abstract,url,venue,keyword
f588767d56960bb055b650e9c7e74686b2b173c7,LISA: A Transferable Light-weight Multi-Head Self-Attention Neural Network Model for Lithium-Ion Batteries State-of-Charge Estimation,"Ruizhi Hun, Song Zhang, Gurjeet Singh, Jian Qian, Yun Chen, Patrick Chiang",2021,7,"Deep learning has drawn wide attention in state-of-charge (SOC) estimation for batteries in electric vehicles, owning to its model-free feature and powerful ability of nonlinear regression. However, previous studies focused on improving estimation accuracy, with less research devoted to computational efficiency and hardware implementation. This paper proposes a light-weight multi-head self-attention neural network with only 298 trainable parameters and 1.18K floating point operations (FLOPs), while achieving 2.10% RMSE at all conditions. This proposed self-attention and simple Recurrent Neural Networks (RNN) can operate independently in the battery model, and can be greatly accelerated by on-chip parallel execution. Furthermore, a transfer learning (TL) method was applied to the proposed model. The proposed model with transfer learning performs significantly better on small training subsets and stopped with fewer epochs using an early stopping strategy. To the best of our knowledge, it is the first model using Transformer and self-attention for SOC estimation.",https://www.semanticscholar.org/paper/f588767d56960bb055b650e9c7e74686b2b173c7,,self-attention neural network
229639526a3983a9db843455dd5351443f2cd949,Radar Gesture Recognition System in Presence of Interference using Self-Attention Neural Network,"S. Hazra, Avik Santra",2019,28,"Gesture recognition provides an easy, convenient and intuitive way of remotely controlling several consumer electronics devices such as audio devices, television sets, projector or gaming consoles. In recent years, radar sensors have been shown to be effective sensing modality to sense and recognize fine-grained dynamic finger-gestures in watch or smartphone and thus offers an user-friendly human-computer interface in ultrashort range applications. However, hand-gesture recognition from a farther distance such as to control consumer devices like TV or projector pose challenge particularly arising due to interferences from multiple humans in the field of view. In this paper, we present a novel unguided spatio-Doppler attention mechanism to enable hand-gesture recognition in presence of multiple humans using a low power, compact 60-GHz FMCW radar operated in 500MHz ISM frequency band. The spatio-Doppler mechanism in 2D deep convolutional neural network with long short term memory (2D CNN-LSTM) makes use of the range-Doppler images and range-angle images. We experimentally present the classification accuracy of 94.75% of our proposed system on test dataset using eight gestures, namely wave, push forward, pull, left swipe, right swipe, clockwise rotate, anti-clockwise rotate, cross, in presence of interfering people, such as walking or arbitrary movements.",https://www.semanticscholar.org/paper/229639526a3983a9db843455dd5351443f2cd949,International Conference on Machine Learning and Applications,self-attention neural network
9f227d4686ee22e4bcfd793665f01faa581aa58e,Hyperspectral Target Detection Via Deep Multiple Instance Self-Attention Neural Network,"Xiuxiu Wang, Xiaoying Chen, S. Gou, Chao Chen, Yuanbo Chen, Xu Tang, Changzhe Jiao",2019,11,"Multiple instance learning (MIL) can be used for solving the imprecisely labeled hyperspectral target detection problems, which only needs the label of an area containing some targets. Furthermore, existing methods decompose this task into a target signature learning task and a follow-on similarity measurement between the estimated signature and the test points. In this paper, we propose a deep multiple instance learning method based on self-attention mechanism, in which the max operation and 1D convolution neural network (1D CNN) are adopted to realize an end-to-end hyperspectral target detection structure without learning the target signature. In the proposed deep MIL target detection method, self-attention mechanism with max operation has advantage in estimating the labels of instances from the positive bag via calculating the contribution of each instance to the bag-level classification. The simulated and real hyperspectral target detection experiments are shown to illustrate the performance of the method.",https://www.semanticscholar.org/paper/9f227d4686ee22e4bcfd793665f01faa581aa58e,IEEE International Geoscience and Remote Sensing Symposium,self-attention neural network
832fb37e0c8e5041fd2b4e99af498771929b3d13,Prosodic Structure Prediction using Deep Self-attention Neural Network,"Yao Du, Zhiyong Wu, Shiyin Kang, Dan Su, Dong Yu, H. Meng",2019,10,"Prosodic structure prediction is a key part of the text analysis front-end of the text-to-speech (TTS) system. It predicts prosodic boundary tags given the input text context, which is essential to the naturalness of synthesized speech. Conventional methods such as conditional random fields (CRF) and recurrent neural network (RNN) have been successfully applied to this task. However, the lack of modeling temporal dependencies at different scopes (the short-term dependency as well as the long-span dependency across the entire sentence) limits their performance. In this paper, we propose a self-attention network with semantic features extracted by a pre-trained bidirectional encoder representations from Transformers (BERT) model to predict the prosodic structure. Experimental results show that the proposed approach outperforms the strong baseline CRF model with an absolute improvement of 3.4% in total accuracy.",https://www.semanticscholar.org/paper/832fb37e0c8e5041fd2b4e99af498771929b3d13,Asia-Pacific Signal and Information Processing Association Annual Summit and Conference,self-attention neural network
84d24a7c7730a44d4a0ea123e6ec1127dbf049af,An ensemble deep learning network based on 2D convolutional neural network and 1D LSTM with self-attention for bearing fault diagnosis,"Liying Wang, Wei-guo Zhao",2025,50,,https://www.semanticscholar.org/paper/84d24a7c7730a44d4a0ea123e6ec1127dbf049af,Applied Soft Computing,self-attention neural network
71744c5efb2c9b1aa72e848510eca99ce61f7716,Pretreatment-free SERS sensing of microplastics using a self-attention-based neural network on hierarchically porous Ag foams,"O. Guselnikova, A. Trelin, Yunqing Kang, Pavel S. Postnikov, M. Kobashi, A. Suzuki, L. Shrestha, Joel Henzie, Yusuke Yamauchi",2024,80,"Low-cost detection systems are needed for the identification of microplastics (MPs) in environmental samples. However, their rapid identification is hindered by the need for complex isolation and pre-treatment methods. This study describes a comprehensive sensing platform to identify MPs in environmental samples without requiring independent separation or pre-treatment protocols. It leverages the physicochemical properties of macroporous-mesoporous silver (Ag) substrates templated with self-assembled polymeric micelles to concurrently separate and analyze multiple MP targets using surface-enhanced Raman spectroscopy (SERS). The hydrophobic layer on Ag aids in stabilizing the nanostructures in the environment and mitigates biofouling. To monitor complex samples with multiple MPs and to demultiplex numerous overlapping patterns, we develop a neural network (NN) algorithm called SpecATNet that employs a self-attention mechanism to resolve the complex dependencies and patterns in SERS data to identify six common types of MPs: polystyrene, polyethylene, polymethylmethacrylate, polytetrafluoroethylene, nylon, and polyethylene terephthalate. SpecATNet uses multi-label classification to analyze multi-component mixtures even in the presence of various interference agents. The combination of macroporous-mesoporous Ag substrates and self-attention-based NN technology holds potential to enable field monitoring of MPs by generating rich datasets that machines can interpret and analyze. Detection and identification of microplastics (MPs) in environmental samples is hampered by the need for isolation and pretreatment methods. Here, the authors combine porous Ag substrates with self-attention neural networks to directly identify six types of MPs in environmental samples.",https://www.semanticscholar.org/paper/71744c5efb2c9b1aa72e848510eca99ce61f7716,Nature Communications,self-attention neural network
339156f79f2f5d06b85726aba84a24ebae0e9954,Quantum self-attention neural networks for text classification,"Guangxi Li, Xuanqiang Zhao, Xin Wang",2022,109,"An emerging direction of quantum computing is to establish meaningful quantum applications in various fields of artificial intelligence, including natural language processing (NLP). Although some efforts based on syntactic analysis have opened the door to research in quantum NLP (QNLP), limitations such as heavy syntactic preprocessing and syntax-dependent network architecture make them impracticable on larger and real-world data sets. In this paper, we propose a new simple network architecture, called the quantum self-attention neural network (QSANN), which can compensate for these limitations. Specifically, we introduce the self-attention mechanism into quantum neural networks and then utilize a Gaussian projected quantum self-attention serving as a sensible quantum version of self-attention. As a result, QSANN is effective and scalable on larger data sets and has the desirable property of being implementable on near-term quantum devices. In particular, our QSANN outperforms the best existing QNLP model based on syntactic analysis as well as a simple classical self-attention neural network in numerical experiments of text classification tasks on public data sets. We further show that our method exhibits robustness to low-level quantum noises and showcases resilience to quantum neural network architectures.",https://www.semanticscholar.org/paper/339156f79f2f5d06b85726aba84a24ebae0e9954,Science China Information Sciences,self-attention neural network
72a752063144659b5c73713ac6c12e4272e88e25,SACNN-IDS: A self-attention convolutional neural network for intrusion detection in industrial internet of things,"Mimonah Al Qathrady, Safi Ullah, Mohammed S. Alshehri, Jawad Ahmad, Sultan Almakdi, Samar M. Alqhtani, M. A. Khan, B. Ghaleb",2024,30,"Industrial Internet of Things (IIoT) is a pervasive network of interlinked smart devices that provide a variety of intelligent computing services in industrial environments. Several IIoT nodes operate confidential data (such as medical, transportation, military, etc.) which are reachable targets for hostile intruders due to their openness and varied structure. Intrusion Detection Systems (IDS) based on Machine Learning (ML) and Deep Learning (DL) techniques have got significant attention. However, existing ML and DL‐based IDS still face a number of obstacles that must be overcome. For instance, the existing DL approaches necessitate a substantial quantity of data for effective performance, which is not feasible to run on low‐power and low‐memory devices. Imbalanced and fewer data potentially lead to low performance on existing IDS. This paper proposes a self‐attention convolutional neural network (SACNN) architecture for the detection of malicious activity in IIoT networks and an appropriate feature extraction method to extract the most significant features. The proposed architecture has a self‐attention layer to calculate the input attention and convolutional neural network (CNN) layers to process the assigned attention features for prediction. The performance evaluation of the proposed SACNN architecture has been done with the Edge‐IIoTset and X‐IIoTID datasets. These datasets encompassed the behaviours of contemporary IIoT communication protocols, the operations of state‐of‐the‐art devices, various attack types, and diverse attack scenarios.",https://www.semanticscholar.org/paper/72a752063144659b5c73713ac6c12e4272e88e25,CAAI Transactions on Intelligence Technology,self-attention neural network
db897a3f398d353da49e664d3cd77790739b5ddd,A self-attention–based neural network for three-dimensional multivariate modeling and its skillful ENSO predictions,"Lumin Zhou, Rong‐Hua Zhang",2023,157,"Large biases and uncertainties remain in real-time predictions of El Niño–Southern Oscillation (ENSO) using process-based dynamical models; recent advances in data-driven deep learning algorithms provide a promising mean to achieve superior skill in the tropical Pacific sea surface temperature (SST) modeling. Here, a specific self-attention–based neural network model is developed for ENSO predictions based on the much sought-after Transformer model, named 3D-Geoformer, which is used to predict three-dimensional (3D) upper-ocean temperature anomalies and wind stress anomalies. This purely data-driven and time-space attention-enhanced model achieves surprisingly high correlation skills for Niño 3.4 SST anomaly predictions made 18 months in advance and initiated beginning in boreal spring. Further, sensitivity experiments demonstrate that the 3D-Geoformer model can depict the evolution of upper-ocean temperature and the coupled ocean-atmosphere dynamics following the Bjerknes feedback mechanism during ENSO cycles. Such successful realizations of the self-attention–based model in ENSO predictions indicate its great potential for multidimensional spatiotemporal modeling in geoscience.",https://www.semanticscholar.org/paper/db897a3f398d353da49e664d3cd77790739b5ddd,Science Advances,self-attention neural network
5e9104a5272dd7634a7fcc35c520bf9449822f03,Enhancing Precision Agriculture and Land Cover Classification: A Self-Attention 3D Convolutional Neural Network Approach for Hyperspectral Image Analysis,"K. K. Reddy, Advaitha Daduvy, R. Madana Mohana, Basem Assiri, Mohammed Shuaib, Shadab Alam, Abdullah M. Sheneamer",2024,21,"Hyperspectral imagery, capturing information beyond the visible spectrum, is essential for many remote sensing applications. This paper introduces a novel approach utilizing a 3D Convolutional Neural Network (CNN) enhanced with self-attention mechanism to address the limitations of traditional architectures in hyperspectral image classification. The main problem tackled is the effective extraction of both spatial and spectral features from complex hyperspectral datasets. Our proposed model simultaneously analyzes spatial and spectral dimensions with improved accuracy and adaptability through self-attention. We systematically evaluate the performance of 1D CNN, 2D CNN, and 3D CNN models, alongside Multi-Column Neural Network (MCNN) and Hybrid Spectral Network (Hybrid SN) models, comparing them to our proposed approach. The evaluation, conducted on the Indian Pines and Salinas datasets, highlights significant improvements in classification accuracy and adaptability. Specifically, the proposed 3D CNN with self-attention achieves accuracy values of 98.45% and 91.32% on the Indian Pines and Salinas datasets, respectively. This paper provides critical insights for data scientists and remote sensing experts, contributing to informed decision-making in selecting CNN models tailored to specific application requirements and advancing the field of hyperspectral image classification (HSIC). Furthermore, our approach shows improved handling of the complex spectral variability and spatial heterogeneity inherent in hyperspectral data.",https://www.semanticscholar.org/paper/5e9104a5272dd7634a7fcc35c520bf9449822f03,IEEE Access,self-attention neural network
8a623d2fc8411982c6b2f29db01f6d967911d6d9,Hierarchical multimodal self-attention-based graph neural network for DTI prediction,"Jilong Bian, Hao Lu, Guanghui Dong, Guohua Wang",2024,21,"Abstract Drug–target interactions (DTIs) are a key part of drug development process and their accurate and efficient prediction can significantly boost development efficiency and reduce development time. Recent years have witnessed the rapid advancement of deep learning, resulting in an abundance of deep learning-based models for DTI prediction. However, most of these models used a single representation of drugs and proteins, making it difficult to comprehensively represent their characteristics. Multimodal data fusion can effectively compensate for the limitations of single-modal data. However, existing multimodal models for DTI prediction do not take into account both intra- and inter-modal interactions simultaneously, resulting in limited presentation capabilities of fused features and a reduction in DTI prediction accuracy. A hierarchical multimodal self-attention-based graph neural network for DTI prediction, called HMSA-DTI, is proposed to address multimodal feature fusion. Our proposed HMSA-DTI takes drug SMILES, drug molecular graphs, protein sequences and protein 2-mer sequences as inputs, and utilizes a hierarchical multimodal self-attention mechanism to achieve deep fusion of multimodal features of drugs and proteins, enabling the capture of intra- and inter-modal interactions between drugs and proteins. It is demonstrated that our proposed HMSA-DTI has significant advantages over other baseline methods on multiple evaluation metrics across five benchmark datasets.",https://www.semanticscholar.org/paper/8a623d2fc8411982c6b2f29db01f6d967911d6d9,,self-attention neural network
cee232c88362b182ae4edc6b974feebb4134e62a,Remaining useful life with self-attention assisted physics-informed neural network,"Xinyuan Liao, Shaowei Chen, Pengfei Wen, Shuai Zhao",2023,89,,https://www.semanticscholar.org/paper/cee232c88362b182ae4edc6b974feebb4134e62a,Advanced Engineering Informatics,self-attention neural network
9ea5cec43d0f2c1f4d65d603df31cea8ad5ff4c9,FCN-Attention: A deep learning UWB NLOS/LOS classification algorithm using fully convolution neural network with self-attention mechanism,"Yu Pei, Ruizhi Chen, D. Li, Xiongwu Xiao, Xingyu Zheng",2023,51,"ABSTRACT The Ultra-Wideband (UWB) Location-Based Service is receiving more and more attention due to its high ranging accuracy and good time resolution. However, the None-Line-of-Sight (NLOS) propagation may reduce the ranging accuracy for UWB localization system in indoor environment. So it is important to identify LOS and NLOS propagations before taking proper measures to improve the UWB localization accuracy. In this paper, a deep learning-based UWB NLOS/LOS classification algorithm called FCN-Attention is proposed. The proposed FCN-Attention algorithm utilizes a Fully Convolution Network (FCN) for improving feature extraction ability and a self-attention mechanism for enhancing feature description from the data to improve the classification accuracy. The proposed algorithm is evaluated using an open-source dataset, a local collected dataset and a mixed dataset created from these two datasets. The experiment result shows that the proposed FCN-Attention algorithm achieves classification accuracy of 88.24% on the open-source dataset, 100% on the local collected dataset and 92.01% on the mixed dataset, which is better than the results from other evaluated NLOS/LOS classification algorithms in most scenarios in this paper.",https://www.semanticscholar.org/paper/9ea5cec43d0f2c1f4d65d603df31cea8ad5ff4c9,Geo-Spatial Information Science,self-attention neural network
3e40fd0fb8ff47c151db19785cfef6b0fd0d6a6c,SACNN: Self-Attention Convolutional Neural Network for Low-Dose CT Denoising With Self-Supervised Perceptual Loss Network,"Meng Li, William Hsu, Xiaodong Xie, J. Cong, Wen Gao",2020,265,"Computed tomography (CT) is a widely used screening and diagnostic tool that allows clinicians to obtain a high-resolution, volumetric image of internal structures in a non-invasive manner. Increasingly, efforts have been made to improve the image quality of low-dose CT (LDCT) to reduce the cumulative radiation exposure of patients undergoing routine screening exams. The resurgence of deep learning has yielded a new approach for noise reduction by training a deep multi-layer convolutional neural networks (CNN) to map the low-dose to normal-dose CT images. However, CNN-based methods heavily rely on convolutional kernels, which use fixed-size filters to process one local neighborhood within the receptive field at a time. As a result, they are not efficient at retrieving structural information across large regions. In this paper, we propose a novel 3D self-attention convolutional neural network for the LDCT denoising problem. Our 3D self-attention module leverages the 3D volume of CT images to capture a wide range of spatial information both within CT slices and between CT slices. With the help of the 3D self-attention module, CNNs are able to leverage pixels with stronger relationships regardless of their distance and achieve better denoising results. In addition, we propose a self-supervised learning scheme to train a domain-specific autoencoder as the perceptual loss function. We combine these two methods and demonstrate their effectiveness on both CNN-based neural networks and WGAN-based neural networks with comprehensive experiments. Tested on the AAPM-Mayo Clinic Low Dose CT Grand Challenge data set, our experiments demonstrate that self-attention (SA) module and autoencoder (AE) perceptual loss function can efficiently enhance traditional CNNs and can achieve comparable or better results than the state-of-the-art methods.",https://www.semanticscholar.org/paper/3e40fd0fb8ff47c151db19785cfef6b0fd0d6a6c,IEEE Transactions on Medical Imaging,self-attention neural network
2f2db993fd4057aa1af88e8a31fbd880af7f87ef,EEG-Based Emotion Recognition Using Convolutional Recurrent Neural Network with Multi-Head Self-Attention,"Zhangfang Hu, Libujie Chen, Yuan Luo, Jingfan Zhou",2022,59,"In recent years, deep learning has been widely used in emotion recognition, but the models and algorithms in practical applications still have much room for improvement. With the development of graph convolutional neural networks, new ideas for emotional recognition based on EEG have arisen. In this paper, we propose a novel deep learning model-based emotion recognition method. First, the EEG signal is spatially filtered by using the common spatial pattern (CSP), and the filtered signal is converted into a time–frequency map by continuous wavelet transform (CWT). This is used as the input data of the network; then the feature extraction and classification are performed by the deep learning model. We called this model CNN-BiLSTM-MHSA, which consists of a convolutional neural network (CNN), bi-directional long and short-term memory network (BiLSTM), and multi-head self-attention (MHSA). This network is capable of learning the time series and spatial information of EEG emotion signals in depth, smoothing EEG signals and extracting deep features with CNN, learning emotion information of future and past time series with BiLSTM, and improving recognition accuracy with MHSA by reassigning weights to emotion features. Finally, we conducted experiments on the DEAP dataset for sentiment classification, and the experimental results showed that the method has better results than the existing classification. The accuracy of high and low valence, arousal, dominance, and liking state recognition is 98.10%, and the accuracy of four classifications of high and low valence-arousal recognition is 89.33%.",https://www.semanticscholar.org/paper/2f2db993fd4057aa1af88e8a31fbd880af7f87ef,Applied Sciences,self-attention neural network
38b8c34c31f98fe43b0a478af24868365035cbb8,Hyper-SAGNN: a self-attention based graph neural network for hypergraphs,"Ruochi Zhang, Yuesong Zou, Jian Ma",2019,227,"Graph representation learning for hypergraphs can be used to extract patterns among higher-order interactions that are critically important in many real world problems. Current approaches designed for hypergraphs, however, are unable to handle different types of hypergraphs and are typically not generic for various learning tasks. Indeed, models that can predict variable-sized heterogeneous hyperedges have not been available. Here we develop a new self-attention based graph neural network called Hyper-SAGNN applicable to homogeneous and heterogeneous hypergraphs with variable hyperedge sizes. We perform extensive evaluations on multiple datasets, including four benchmark network datasets and two single-cell Hi-C datasets in genomics. We demonstrate that Hyper-SAGNN significantly outperforms the state-of-the-art methods on traditional tasks while also achieving great performance on a new task called outsider identification. Hyper-SAGNN will be useful for graph representation learning to uncover complex higher-order interactions in different applications.",https://www.semanticscholar.org/paper/38b8c34c31f98fe43b0a478af24868365035cbb8,International Conference on Learning Representations,self-attention neural network
eae6807e73d85bb5175c4d9f78c098425b4b7e66,An Explainable 3D Residual Self-Attention Deep Neural Network for Joint Atrophy Localization and Alzheimer’s Disease Diagnosis Using Structural MRI,"Xin Zhang, Liangxiu Han, Wenyong Zhu, Liang Sun, Daoqiang Zhang",2020,183,"Computer-aided early diagnosis of Alzheimer’s disease (AD) and its prodromal form mild cognitive impairment (MCI) based on structure Magnetic Resonance Imaging (sMRI) has provided a cost-effective and objective way for early prevention and treatment of disease progression, leading to improved patient care. In this work, we have proposed a novel computer-aided approach for early diagnosis of AD by introducing an explainable 3D Residual Attention Deep Neural Network (3D ResAttNet) for end-to-end learning from sMRI scans. Different from the existing approaches, the novelty of our approach is three-fold: 1) A Residual Self-Attention Deep Neural Network has been proposed to capture local, global and spatial information of MR images to improve diagnostic performance; 2) An explainable method using Gradient-based Localization Class Activation mapping (Grad-CAM) has been introduced to improve the interpretability of the proposed method; 3) This work has provided a full end-to-end learning solution for automated disease diagnosis. Our proposed 3D ResAttNet method has been evaluated on a large cohort of subjects from real datasets for two changeling classification tasks (i.e. Alzheimer’s disease (AD) vs. Normal cohort (NC) and progressive MCI (pMCI) vs. stable MCI (sMCI)). The experimental results show that the proposed approach has a competitive advantage over the state-of-the-art models in terms of accuracy performance and generalizability. The explainable mechanism in our approach is able to identify and highlight the contribution of the important brain parts (e.g., hippocampus, lateral ventricle and most parts of the cortex) for transparent decisions",https://www.semanticscholar.org/paper/eae6807e73d85bb5175c4d9f78c098425b4b7e66,IEEE journal of biomedical and health informatics,self-attention neural network
049ed95c71ae877faf37050e41b98c991ae3033b,Bearing fault diagnosis using transfer learning and self-attention ensemble lightweight convolutional neural network,"Hongyu Zhong, Yong Lv, Rui Yuan, Di Yang",2022,123,,https://www.semanticscholar.org/paper/049ed95c71ae877faf37050e41b98c991ae3033b,Neurocomputing,self-attention neural network
